,Unnamed: 0,song_id,song_length,genre_ids,artist_name,composer,lyricist,language
216,242,h2goYyG76g5FjWrKtm/wPombisk5oXpo1q/0LxSnSjQ=,229616,['921'],['Various Artists'],['Shim Hyun Bo'],['Shim Hyun Bo'],31.0
217,243,nZ7ds27SB/3hglj7xqWk23anFofTNhjsbsTA6pKVFL4=,222285,['465'],['Shayne Ward'],"['Lucas Sieber', ' Jonas Schröder']","['Lucas Sieber', ' Jonas Schröder']",52.0
219,245,p6HBXTfLzuRbpRqElXBmnMhLkxAX9fGALIGB0HoCzLk=,242163,['1047'],['Prince Royce'],"['Geoffrey Royce Rojas', 'Daniel Santacruz']","['Geoffrey Royce Rojas', 'Daniel Santacruz']",-1.0
220,246,rocmRaRCUcrlRToeRpf7gsyDYvnLZy2ghI1GwKjNmE0=,217600,['139'],['Empire Cast'],"['Rodney Jerkins', ' Marvin ""Tony"" Hemmings', ' Charles Hilton', ' Jr.', ' Diarra Wilkerson', ' Desmond Barnes']","['Rodney Jerkins', ' Marvin ""Tony"" Hemmings', ' Charles Hilton', ' Jr.', ' Diarra Wilkerson', ' Desmond Barnes']",52.0
221,247,Nbm8vn2bcCNaChw3Y9sieRiT8h+5c/o8CAb17ydaVoE=,220377,['465'],['Meghan Trainor'],"['Meghan Trainor', 'Kevin Kadish']","['Meghan Trainor', 'Kevin Kadish']",52.0
222,248,ZL0TD8ioU4msFxnMqWPouM1+FNs1In4GD247TvXzmro=,220029,['437'],['BLUE ENCOUNT'],['Shunichi Tanabe'],['Shunichi Tanabe'],17.0
226,253,W2oQprTv8KoAk1fCBl8KlK2gv/xkBKmuOkrzo+sgzlU=,260702,['458'],['Various Artists'],['Leehom Wang'],['Leehom Wang'],3.0
227,254,RxwO8fXkBais9CcyGEYbOo28/Yyu6gL22hQCjzHa/Z0=,241162,['465'],['Celine Dion'],"['Max Martin', ' Kristian Lundin', ' Andreas Carlsson']","['Max Martin', ' Kristian Lundin', ' Andreas Carlsson']",52.0
228,255,cRDWOeCCs/yLyYhpO69ixw40fBxuHwNl1Ag/GBiY0bc=,256417,['458'],['Dizzy Dizzo'],['Dominique Tsai'],['Wei-Kai Cui'],3.0
229,256,g3mjgpD+jr6uDADGIoBHUenbpWC12zmPcxU6vbXnXvE=,204520,['430'],['Tom Odell'],['Tom Odell'],['Tom Odell'],52.0
230,257,XI+gImT5W8v/r0Ih9+fCPViYCgxRZoE43fJoy/NWTDA=,257933,['2022'],['The Fray'],"['Joe King', ' Isaac Slade', ' David Welsh', ' Ben Wysocki']","['Joe King', ' Isaac Slade']",52.0
232,259,IdgEOQ+VbZeNQ6SyC1kijfzPLqEm0bZt6QLOzTRIPdo=,195092,['465'],['One Direction'],"['Ed Drewett', 'John Ryan', 'Julian Bunetta', 'Liam Payne', 'Louis Tomlinson', 'Jacob Kasher', 'Gamal Lewis', 'Wayne Hector']","['Ed Drewett', 'John Ryan', 'Julian Bunetta', 'Liam Payne', 'Louis Tomlinson', 'Jacob Kasher', 'Gamal Lewis', 'Wayne Hector']",52.0
234,261,Um6rkLEJ253fR/HHK6rACm7YBZlgyhvHnFxl8DfH79g=,235084,['465'],['Air Supply'],['Graham Russell'],['Graham Russell'],52.0
235,262,f0miz99C1u+B5mTAQWTBKRxWHWgGTRlgl3o4lOqKOWI=,326217,['1609'],['David Guetta'],"['D. Guetta', ' G. Tuinfort', ' K. Carlsson', ' M. van Wattum', ' N. Rotteveel']",['S. Furler'],52.0
237,264,Y4sgRl6lunIp1jj0E+u243I4x4rMmggZ1t7bv5A6bUc=,179147,['359'],['Various Artists'],"['Elle King', ' Dave Bassett']","['Elle King', ' Dave Bassett']",52.0
238,265,i0dOnoN+EoqM4JANLLyY4swBqoc2ZxuBMzQZ+22C9Gw=,203998,['1259'],['Kid Ink'],"['R. Kelly', ' Brian Todd Collins', ' Nicholas Balding', ' Mark Kragen']","['R. Kelly', ' Brian Todd Collins', ' Nicholas Balding', ' Mark Kragen']",52.0
239,266,TtDHiRwDBsz2CsVmN+Ba/0syqg3TtHbxE3cg1psvRNI=,290125,['465'],['Leonel García'],"['Leonel García', ' Áureo Baqueiro']","['Leonel García', ' Áureo Baqueiro']",52.0
240,267,ylnYeAt/4PU/+ehJr7z7V2YD3Dnf6PlyP0yIMr1SPwk=,183405,['465'],['Britney Spears'],"['Britney Spears', ' Talay Riley', ' Warren Felder', ' Alex Niceforo']","['Britney Spears', ' Talay Riley', ' Warren Felder', ' Alex Niceforo']",52.0
243,270,xxWtf1B2PCZ1NTAqZuHmAY9xMTxbstkkVAlLgj3/gAI=,209459,['465'],['The Calling'],"['Aaron Kamin', 'Alex Band']","['Aaron Kamin', 'Alex Band']",52.0
256,283,q6ib+m+R/V500KA8hB1+g+eEywbPJHnaXvQ+4b8+jKQ=,214683,['465'],['Samantha Jade'],"['Samantha Jade', 'William Singe']","['Samantha Jade', 'William Singe']",52.0
258,285,rdf1DmwIj0Iy/ToyyXXz/36ORy9cQaiHjb70Idk3plc=,204000,['465'],['Avril Lavigne'],"['Avril Lavigne', ' Evan Taubenfeld']","['Avril Lavigne', ' Evan Taubenfeld']",52.0
260,287,9qhl5GWebOx/zglM06p9rRVZ6Lefnb2l8Z23AebKyv4=,197929,['139'],['R. Kelly'],"['R. Kelly', ' Dorrell Mays']","['R. Kelly', ' Dorrell Mays']",52.0
262,289,8wCMBgNxXH+3rHdsqZGsyksGfEVALjnsToinAvrkGj0=,275644,['2022'],['Boys In The Kitchen'],['Boys In The Kitchen'],['Boys In The Kitchen'],31.0
263,290,h4mnEPJpe2cr3JjhoExFsR3HptBLdK4K2xAtlE2rioc=,281088,['458'],['OK TEENS'],['Dustin Wang'],['OK TEENS'],3.0
265,292,9JZ1ZGZJZr3XqmpsUG2AD5dmjSZ1/WdR8GjF7Vnlu8M=,174915,['921'],['Four Christmases'],['Frank Loesser'],['Frank Loesser'],52.0
266,293,b3JnQWlPh0vWq2133BOQC2uFderM9VBaSZUrOi826qs=,258115,['893'],['Fashion 70s'],"['Jo joong Hyun', ' Oh Hee Jeong']",['Oh hyi Jeong'],31.0
268,295,1LbDsA5F30EJLA0XF6sf6kNm5DEysvzT17LcHKtSvS8=,213342,['465'],['Little Mix'],"['Hanni Ibrahim', ' Patrick Patrikios', ' A.S. Govere', ' Phil Plested']","['Hanni Ibrahim', ' Patrick Patrikios', ' A.S. Govere', ' Phil Plested']",52.0
269,296,8uAKhDMKOy68Ck56bt3K369453bj0SkcizZaHOSFAMk=,167601,['921'],['Various Artists'],['Park Woo Sang'],['Park Woo Sang'],31.0
270,297,mcYOteyPPVdG51WbJvl1dpmJMOcSZ6Q2YvSiVsTqiNE=,226152,['921'],['Various Artists'],['GAEMI/Kim Se Jin'],['Kim Se/Jin Ji Hoon'],31.0
271,298,Y+1mHej2Q5/li55LPKLaoHLwUBgVm3LKsM7zW7kZ47U=,241475,['465'],['Britney Spears'],"['Daniel Omelio', ' Magnus August Høiberg', ' Julia Michaels']","['Daniel Omelio', ' Magnus August Høiberg', ' Julia Michaels']",52.0
272,299,myCnUUF5GrNZDtvxDeveWd368LMYpKhuVJvM0bYQHqg=,163004,['921'],"[""POP OST-It's OK"", "" That's Love""]",['Daniel Chae'],['Clara Chung'],52.0
273,300,cyu4Q9KaTFe+11EUKJ/9q3YUakHHYa/7fT2NTsA1UsI=,167847,['2022'],['Bob Dylan'],['B. Dylan'],['B. Dylan'],52.0
274,301,TBGJhLnLFZrcvT/caBkVgTGilOqX9+zUeAKZRczvKuk=,181916,['465'],['ROY KIM'],['Kim Sang Woo'],['Kim Sang Woo'],31.0
275,302,8NBytsUlozfHN/wy9zc91dILZ08bXG7LPS2+xqf/Lp0=,213351,['430'],['Lucy Rose'],['Lucy Rose'],['Lucy Rose'],52.0
276,304,1aF21SafRvG8UPNYcJfM3RpcOvBy0FVu59/8804IzxQ=,219255,['465'],['Fifth Harmony'],"['Meghan Trainor', 'Chris ""Flict"" Aparri']","['Meghan Trainor', 'Chris ""Flict"" Aparri']",52.0
277,305,f7mFD0eL+2XIHf4OtC9z1Y9Va1wEcnYq9sQO8125RbM=,227796,['465'],['Becky G feat. Pitbull'],"['Rebbeca Marie Gomez', 'Armando C. Perez', 'Niles Hollowell-Dhar', 'Max Martin', 'Tzvetin Todorov', 'Gregor Van Offeren', 'Urales Vargas', 'Henry Walter', 'Lukasz Gottwald']","['Rebbeca Marie Gomez', 'Armando C. Perez', 'Niles Hollowell-Dhar', 'Max Martin', 'Tzvetin Todorov', 'Gregor Van Offeren', 'Urales Vargas', 'Henry Walter', 'Lukasz Gottwald']",52.0
278,306,/YNrQ7902QaLND7vNHT3jzsb/lCZJYczXnRRt6MLftU=,199784,['1011'],['Jake Owen'],"['Ross Copperman', ' Jaren Johnston', ' Ashley Gorley']","['Ross Copperman', ' Jaren Johnston', ' Ashley Gorley']",52.0
279,307,L3ZdaWV4RxdPpuQNBLTXAdpu3yzKQuD0KWfDYt52gIo=,185138,['921'],['The Lucky one－O.S.T'],['Joshua Radin'],['Joshua Radin'],52.0
282,310,/60b2yTIqfP3Q32O4OUxyNnaapfEFcMPBp6ecrRxPok=,186419,['139'],['Chris Brown'],"['Chris Brown', ' Afshin Salmani', ' Josh Cumbee', ' Mark Pitts', ' Dewain Whitmore', ' Jr.', ' Terrence De Carlo Coles', ' Leon Youngblood', ' Natalie Dunn', ' Ilan Kidron']","['Chris Brown', ' Afshin Salmani', ' Josh Cumbee', ' Mark Pitts', ' Dewain Whitmore', ' Jr.', ' Terrence De Carlo Coles', ' Leon Youngblood', ' Natalie Dunn', ' Ilan Kidron']",52.0
286,314,FgluLR0lqqtHxNfTBw0g6xJTFwkkXXPIeEKASthFG9Q=,265560,['2022'],['Stone Sour'],"['Corey Taylor', ' James Root', ' Joel Ekman', ' Josh Rand', ' Shawn Economaki']","['Corey Taylor', ' James Root', ' Joel Ekman', ' Josh Rand', ' Shawn Economaki']",52.0
288,316,tJtviBpxEGYsHXaLDSWUIPwNiCizdu9My+uB8KD9gd8=,211757,['465'],['Kat Dahlia'],"['Kirby Dockery', 'Glass John']","['Kirby Dockery', 'Glass John']",52.0
290,318,PEUqVKX5QKylydN4mW61ZozESy5VQ+0bzio6bBYnlNE=,216735,['691'],['Glee: The Music'],['George Michael'],['George Michael'],-1.0
291,320,nk3Km4VTOJ4wNCR6gWNC9hx+6DtBzx9dxg5kSLmG8gQ=,215458,['465'],['Han So Hyun'],['Han So Hyun'],['Han So Hyun'],31.0
293,322,7M/XsnPOdP3858NngREFzkpMnK+SjJ+lZ5c7PjKMQ+k=,216722,['465'],['Tim Bendzko'],"['Tim Bendzko', ' Christian ""Crada"" Kalla', ' Dirk Reichardt', ' Mirko Schaffer']",['Tim Bendzko'],52.0
294,323,tnOTDFYojOxO80gI3XC9mqK+YZIVVjH/0xQZEyPH5ag=,218052,"['1616', '1609']",['Beatrice Eli'],"['Beatrice Eli', 'Saska Becker']","['Beatrice Eli', 'Saska Becker']",-1.0
296,325,qRkHYxPWSk5Q/cllXDrJJ1IcfsupgAwiA2Dln0UHglc=,310595,['2122'],['Grover Washington Jr.'],"['Grover Washington', ' Jr.', ' Donald Robinson']","['Grover Washington', ' Jr.', ' Donald Robinson']",-1.0
305,335,z4iG+j+Gy1lxWr9U0iVcUZ4WxoOmtTlUc7f+9XK9xDo=,277629,['359'],['Bloc Party'],"['Kele Okereke', ' Russell Lissack']",['Kele Okereke'],52.0
307,337,sqAXfiAOcnQ84PNhMvHzCDHDV1qopWe0alTlshi0yFE=,194124,"['352', '1995']",['Tonight Alive'],"['Whakaio Taahi', 'Jenna McDougall']","['Whakaio Taahi', 'Jenna McDougall']",52.0
308,338,nGC68Qb+gdjqZa9mKg32owAetPphApuhN7dM9EoUJ2Q=,177633,['465'],['Eil An Kim'],['Eil An Kim'],['Eil An Kim'],31.0
310,340,3T7atiyGWNwXkEs5e5kfHbr4It6XcyS8YBFFfRQ8TDo=,268773,['437'],['ASIAN KUNG-FU GENERATION'],"['Masafumi Gotoh', ' Takahiro Yamada']",['Masafumi Gotoh'],17.0
312,342,m+WXVJEYjqjwBSZIP4g03k2eG5zc2YfSth4nLl9avLo=,263941,['465'],['Phil Collins'],['Phil Collins'],['Phil Collins'],52.0
322,354,mEgqeE06AOhEXUG5x0J2z3MvufMLnFZ56VziYUWw/9o=,209745,['1259'],['Domo Genesis'],"['Cameron Osteen', 'Dominique Cole']","['Cameron Osteen', 'Dominique Cole']",52.0
328,360,uax7HKpdcuRh7HMszkZx3rzArmaDdwXJZh2iwiPAztk=,229939,['921'],['Various Artists'],['Josh Ritter'],['Josh Ritter'],52.0
332,364,pdjVtlmzoD7b9RRz6mS6C3ysz3fgVlx4JBO4sE1MWIM=,263344,['465'],['Various Artists'],['HUNSAKU OKUDA'],['TOMOKO KAWASE'],17.0
338,372,v/nrLEAjAaW5auWzW/GAalj/ITLtKSCMXhJXMfNXJwY=,160104,['437'],['BLUE ENCOUNT'],['Shunichi Tanabe'],['Shunichi Tanabe'],17.0
347,383,Sr18rDggIdy8GwYd0YxndRf3A0WYdmb4NnPHQoz1i6M=,194386,['430'],['Lucy Rose'],['Lucy Rose'],['Lucy Rose'],52.0
351,387,1q3wZgcKB6OSBeEKRYdlRvdyHcrfV7raT5XX5WMZARE=,233221,['465'],['Fashion 70s'],['Bobby Kim'],['Lee Hee Seoung'],31.0
363,400,zp528KFPtuLtkdqjZEnfoVlcn67BgxWhDGGfW5u77yw=,242938,['1609'],['Various Artists'],['Sam Smith'],['Sam Smith'],52.0
377,416,KeRfLILT8BX79O8DcwzWf+lndG2s9gjc4NAl4iqGyoM=,212046,['465'],['The Bird And The Bee'],"['Inara George', 'Greg Kurstin']","['Inara George', 'Greg Kurstin']",52.0
379,418,AU4GIk3PUfMadfDIqc0F18sVRYwBpaEr3ODKVTvCSrs=,250941,['1259'],['Luke Christopher'],['Luke Christopher'],['Luke Christopher'],52.0
383,423,RAdY6xK/mcaiSShHU4Ad4Hsf0540rDkNXZGVTsuuTjk=,187542,['465'],['One Direction'],"['Liam Payne', 'John Ryan', 'Julian Bunetta', 'Louis Tomlinson', 'Ed Drewett', 'Wayne Hector']","['Liam Payne', 'John Ryan', 'Julian Bunetta', 'Louis Tomlinson', 'Ed Drewett', 'Wayne Hector']",52.0
387,429,5nukwm+HeHn/7muheWAeOEpeF2C8cXwZ6/oIQ8nuh7Y=,235921,['465'],"[""Destiny's Child""]","['Barry Alan Gibb', ' Robin Gibb']","['Barry Alan Gibb', ' Robin Gibb']",52.0
388,430,HkrBPtlR/LxPGPUsPoif5xZl1xaqd5/jPslrh38BX6k=,209042,['465'],['Various Artists'],"['Joe Strummer', ' Mick Jones']","['Joe Strummer', ' Mick Jones']",52.0
389,431,zvThLV5ueS56ZtRdmB/Qb7LSqLeUJTaEepPtVxScciY=,235086,['921'],['Original Soundtrack'],"['Mark Williams', 'Ebony S. Williams', 'Moses Barrett', ' III', 'Joe Kent', 'Jerrell Jones']","['Mark Williams', 'Ebony S. Williams', 'Moses Barrett', ' III', 'Joe Kent', 'Jerrell Jones']",52.0
391,433,MSIW1SJ2nU2ZIF2bVE60f/3Q8zTDkbN2l1D6dwBw1Ro=,254815,['2022'],['ORANGE RANGE'],['Satori Shiraishi'],"['Orange Range', 'Satori Shiraishi']",17.0
392,434,lDjNoHt6zS58bnydocXt5QNgkcKqvtdgZT17ugpCYNk=,237714,['465'],['James Arthur'],"['James Arthur', ' George Tizzard', ' Rick Parkhouse']","['James Arthur', ' George Tizzard', ' Rick Parkhouse']",52.0
393,435,jlipHQYpKNmH9puJQtfNL8vRQ1WzEIyHepvCaxwT6bg=,197093,['359'],['Broken Back'],['Broken Back'],['Broken Back'],52.0
395,437,j6+lAOb3TPaFLc1iCKR73cqLbdWpDYmz4QHizanpTw0=,225053,"['1145', '1110']",['IL VOLO'],['Ciro Esposito'],['Francesco Boccia'],-1.0
398,440,qucv2F92kYgsVo7UABXPFlSd0yhqs62qj36KgCdbz2Q=,196031,['444'],['Various Artists'],['Eui Suk Kim'],['Eui Suk Kim'],31.0
400,442,LIkMPPiR+3df6EXTHaJdwP7fQk2HLRcgbcpCbCmxi+0=,276698,['465'],['Backstreet Boys'],['Full Force'],['Full Force'],52.0
401,444,l8COXPYS0/afR8YEjZ40aeJxTT329Fla3zeP4SydYak=,204434,['1616'],['Martin Garrix'],"['Martijn Garritsen', ' Jem Cooke', ' James Bryan McCollum', ' Justin Broad', ' Paul Herman', ' Dexter Tortoriello']","['Martijn Garritsen', ' Jem Cooke', ' James Bryan McCollum', ' Justin Broad', ' Paul Herman', ' Dexter Tortoriello']",52.0
402,445,gJyLJ11wdimXDpQl8OSej4KPgpaO+BmdOdZ9tcv9Le4=,195117,['691'],"['Crayon Pop', ' K-Much', ' Bob Girls & Zan Zan']",['Eun Jong Tae'],"['Eun Jong Tae', ' 17HOLIC']",31.0
403,446,lgaewq7fX86y3t+eVmIKqwiWX5KRDn40dmKLX8LchPs=,181498,['465'],['Stevie Hoang'],['Stevie Hoang'],['Stevie Hoang'],17.0
405,448,zf4PJeW2LiI7zENO2rSdtR4il0QMy04QBV3UsWYjyqo=,203033,['465'],['Sean Kingston'],"['Justin Bieber', 'Carlos Battey', 'Steven Battey', 'Marcos Palacios', 'Ernest Clark', 'Benny Blanco', 'Kisean Anderson']","['Justin Bieber', 'Carlos Battey', 'Steven Battey', 'Marcos Palacios', 'Ernest Clark', 'Benny Blanco', 'Kisean Anderson']",52.0
406,449,1yY3vFVTWJZ3TrpWYgGBZg5Ew7RNWj18woXUJdwwc44=,231819,['465'],['One Direction'],"['Julian Bunetta', ' John Ryan', ' Louis Tomlinson', ' Jamie Scott', ' Liam Payne', ' Zayn Malik']","['Julian Bunetta', ' John Ryan', ' Louis Tomlinson', ' Jamie Scott', ' Liam Payne', ' Zayn Malik']",52.0
408,451,a8XB5Kr0lgzvbHhrQnaRAmk5Fo7+JBwN8oxlCuX7Q2c=,253111,['465'],['London Grammar'],"['Hannah Reid', ' Daniel Rothman', ' Dot Major']",['Hannah Reid'],52.0
409,452,NjedgbBdm+MIzdJJ5wZDzUx9BPZGoaBgjCJDJac1aJg=,219410,['880'],['Various Artists'],['Jung Jin Soo'],['Tae Hee Kim'],31.0
412,455,5IuqioXGstF/7w11R+pTNzTX07iQdJKSHbs44+xgosg=,191304,['1259'],['A$AP Rocky'],"['Joe Fox', ' Rakim Mayers', ' Brian Burton', ' Ben Nichols']","['Joe Fox', ' Rakim Mayers', ' Brian Burton', ' Ben Nichols']",52.0
423,468,vwecWKop4dx8giFjsL3LD0kd/FA8LncrDOgAtfwGJ7M=,235232,['444'],['Lee Boram'],['Ahn Young Min'],['MARSH MALLOW'],31.0
424,469,7M/2S2f6wvhOL77ZtiZePO/RuzlVY7RLUCE7doqOwqg=,300077,['465'],['Another Level'],"['Teron Beal', ' David Anthony', ' Phillip ""Silky"" White', ' Bobak Kianoush', ' Mark Baron', ' Wayne Williams', ' Dane Bowers']","['Teron Beal', ' David Anthony', ' Phillip ""Silky"" White', ' Bobak Kianoush', ' Mark Baron', ' Wayne Williams', ' Dane Bowers']",52.0
428,474,cgwv3BHGJMH67T3gCzYgzZmAZeEblKy6tYvrWhS1hCM=,212072,['1609'],['Calvin Harris'],['Adam Wiles'],['Adam Wiles'],-1.0
436,482,c7W4+dACxCwo88GUeboQGVLtJDMHGtnE1YM86SH3HCs=,228657,['465'],['Ella Henderson'],"['Camille Purcell', 'Steve Mac']","['Camille Purcell', 'Steve Mac']",52.0
437,483,ktyy6If3L+UWoINrtiO8qeen8TWSM7eT7zJ+oGBg3Ws=,308323,['465'],['Mariah Carey'],"['Mariah Carey', ' Jermaine Dupri', ' Bryan Michael Cox', ' Jason Phillips', ' Terry Etling', ' Linda Laurie']","['Mariah Carey', ' Jermaine Dupri', ' Bryan Michael Cox', ' Jason Phillips', ' Terry Etling', ' Linda Laurie']",52.0
438,484,zLjtcBQxP+FN2w9KWVF5EGxXH5jnUr0v6W9seWCn+ls=,252995,"['444', '465']",['Lucite Tokki'],['Lucite Tokki'],['Cho Ye Jin'],31.0
440,486,M8U19KkXRi32bneXfjHJc82H87AOx7ZUEdeQwEQp0F4=,197172,['458'],['Various Artists'],"['Peter Sven Kvint', ' Vincent Paul Degiorgio']","['Peter Sven Kvint', ' Vincent Paul Degiorgio']",3.0
441,487,lqNtYF65NHI/FQp2SNLTJ+KVfcOSzBhsfOwOM0R+GmA=,198008,['437'],['Dream Ami'],['Star Gate'],['Star Gate'],17.0
442,488,tDYhYLnYR+TcTLalYNfS+Ff6RU6Igr5T0xXxhdOov74=,168855,['465'],['Empire Cast'],"['Troy Henry', ' Camille Purcell', ' Iain Farquharson', ' Maegan Severia Cottone']","['Troy Henry', ' Camille Purcell', ' Iain Farquharson', ' Maegan Severia Cottone']",52.0
443,489,AGWCI+YFuuTaWMg2BQNHDn9SZ6A7yI+z71g4Pj85hr4=,202509,['465'],['Mark Forster'],"['Mark Cwiertnia', 'Philipp Steinke']","['Mark Cwiertnia', 'Sido Gold']",52.0
444,490,nLrgdMhzavXGEU4gbmBvTlPUtGVOr68VKOnxDaoI/XE=,210755,['465'],['Various Artists'],"['Kim Baksa ', ' Meng Lee']",['Kim Baksa'],31.0
445,491,HubXnHO5UIvKDR980o+z3GppL5w6OUNmWqEvOug3IEc=,235868,['465'],['Helene Fischer'],['Jean Frankfurter'],['Irma Holder'],52.0
449,495,QXZ2sQnwEupmUkgXwLotocSB33UgE14xjPwNYK1keSs=,212932,['465'],['Samantha Jade'],"[""Charlotte 'Charli' Taft"", 'Brian Lee', 'Andrew Bolooki']","[""Charlotte 'Charli' Taft"", 'Brian Lee', 'Andrew Bolooki']",52.0
451,497,WdTDVjYA2gFl50H4a0TwdLzcW3TIhm4RAL8Y/+6P3Bk=,236611,['1259'],['Sean Kingston'],"['Jonathan Rotem', ' Kisean Anderson', ' Timothy Thomas', ' Theron Thomas']","['Jonathan Rotem', ' Kisean Anderson', ' Timothy Thomas', ' Theron Thomas']",-1.0
454,500,G+do0uYatEJ9jU1R4UopK01Mla4p+C5jml/8IW1YEnU=,258664,['465'],['James Blunt'],"['James Blunt', ' Lukas Burton', ' Sach Skarbek']",['James Blunt'],52.0
457,503,dmsMPwFAQ0CYa/9thRqZSBwCAEMmT0zGpOvBo2LF7zA=,219454,['1259'],['Kid Ink'],"['Brian Todd Collins', ' Christian Ward', ' Samuel David Jiminez', ' Jeremih Felton', ' Grace Latoya Hamilton', ' Duane Chin-Quee', ' Krystin Watkins']","['Brian Todd Collins', ' Christian Ward', ' Samuel David Jiminez', ' Jeremih Felton', ' Grace Latoya Hamilton', ' Duane Chin-Quee', ' Krystin Watkins']",52.0
458,504,iXNb5chfW2jrB+syqARZ/S5Ov29/zWYNhqQzRtrATD4=,202876,['465'],['Rachel Platten'],"['Rachel Platten', 'Chris DeStefano', 'Lindy Robbins']","['Rachel Platten', 'Chris DeStefano', 'Lindy Robbins']",52.0
459,505,DJ9FUvaJZOQHHzkbMIw448oCtsXlSsEN2Fi4o8rSp80=,230974,['465'],['Britney Spears'],"['Britney Spears', ' BURNS', ' Joe Janiak', ' Gerald Gillum']","['Britney Spears', ' BURNS', ' Joe Janiak', ' Gerald Gillum']",52.0
461,508,B8PBy2fNwvI4lrqJeq0lI3nKlQO03zfbn8vF8hKNBGs=,249077,['423'],['Ricky Martin'],"['Ricky Martin', ' Lars ""ChiefOne"" Pedersen', ' Carl Ryden', ' Justin Stein', ' Nermin Harambasic', ' Ronny Vidar Svendsen', ' Anne Judith Stokke Wik', ' Ricky Montaner', ' Mauricio Montaner']","['Ricky Martin', ' Lars ""ChiefOne"" Pedersen', ' Carl Ryden', ' Justin Stein', ' Nermin Harambasic', ' Ronny Vidar Svendsen', ' Anne Judith Stokke Wik', ' Ricky Montaner', ' Mauricio Montaner']",52.0
463,510,/ljG1g38S9AJ2AYROOyT/rKglGLFpC6w5Qc/5uvbl7Q=,204173,['465'],['Connie Talbot'],['Adam Young'],['Adam Young'],52.0
477,526,m0l/4MZ6jqgNXeGXvSpqGIfznTqS17kGsjQoBbUYOY8=,221866,['465'],['Calvin Harris'],"['Nicky Romero', 'Calvin Harris']","['Nicky Romero', 'Calvin Harris']",52.0
478,527,4KHwc+2/mihCungv4/SQh5DA8geKBP/HDsdsCg3kfaQ=,304039,['2122'],['Macy Gray'],['Joe Solo'],['Macy Gray'],52.0
481,530,EZR+uEm9NznMbPVLERrDtYzsrgqY+Lcd7w1DxNyjmbY=,201689,['465'],['Little Mix'],"[""Richard 'Biff' Stannard"", ' Tim Powell', ' Ash Howes', ' Perrie Edwards', ' Jesy Nelson', ' Leigh-Anne Pinnock', ' Jade Thirlwall']","[""Richard 'Biff' Stannard"", ' Tim Powell', ' Ash Howes', ' Perrie Edwards', ' Jesy Nelson', ' Leigh-Anne Pinnock', ' Jade Thirlwall']",52.0
484,533,8aQsZ3VBb0oZTlAma+bp1IP6B7lmq0C8GYz5BOfe+jQ=,219437,['465'],['Guy Sebastian'],"['Guy Sebastian', 'Jaymes Young']","['Guy Sebastian', 'Jaymes Young']",52.0
486,535,GNGEf5DNWAiXoIQpyncNUfgLXwiI9I2PN5N2k+8MYlQ=,211591,['921'],['Various Artists'],"['E. Schurman', ' T. VanEsch', ' N. Davidse', ' D. Smid', ' E. Mastebroek']","['E. Schurman', ' T. VanEsch', ' N. Davidse', ' D. Smid', ' E. Mastebroek']",52.0
487,536,Mr+xKU1447z/CRZsxOOVMgmBBHA063hBjSlzYP9b2KY=,303107,['465'],['Los Del Rio'],"['Rafael Ruiz Perdigones', ' Antonio Romero Monge']","['Rafael Ruiz Perdigones', ' Antonio Romero Monge']",52.0
493,543,mCE0M+H2WF5J1L/AmA2yquzRnIjcag6haxf7GDeDWbQ=,278291,['465'],['Chris Brown'],"['R. Allen', 'C. Brown', 'J. Jones', 'A. Merritt', 'B. Kennedy']","['R. Allen', 'C. Brown', 'J. Jones', 'A. Merritt', 'B. Kennedy']",52.0
494,544,GjtcSQcVj1I2ZMjKYi59FEA8kUtHo7Yuv0aHl/FjAWE=,189580,['465'],['The Script'],"['Andrew Frampton', 'Mark Sheehan', ""Daniel O'Donoghue"", 'Steve Kipner']","['Andrew Frampton', 'Mark Sheehan', ""Daniel O'Donoghue"", 'Steve Kipner']",52.0
496,546,r0NXZqVt5MmOFhxnbW9m927YABSsQAOxvq9XVV0N72w=,211444,['465'],['Britney Spears'],['Max Martin'],['Max Martin'],52.0
498,548,d2OsWDyyU2zXRT7xdGojp5ucCuA/FSMAJNGcebo7utw=,201230,['465'],['Zara Larsson'],"['Emanuel Abrahamsson', ' Mack', ' Iman Hultén', ' Linnea Södahl', ' Fridolin Walcher', ' Christoph Bauss']","['Emanuel Abrahamsson', ' Mack', ' Iman Hultén', ' Linnea Södahl', ' Fridolin Walcher', ' Christoph Bauss']",52.0
499,550,NRDJ1rgT14dT0BTRwczwTCkBHkrysVEcJbsf4eTffpY=,215693,['921'],['Various Artists'],['Pharrell Williams'],['Pharrell Williams'],52.0
500,551,ASUkBu5+5RCjQ7BwHKAbl1IekmfAIrHorWjOUhW++P8=,313515,['465'],['May J.'],['Aki Angela'],['Aki Angela'],17.0
501,552,oVzSqiXfzVVKy/WzpcnyWwvo5o429Zx46I2MQEjagHw=,213368,['465'],['Various Artists'],['Yun Hyeonsang'],['Yun Hyeonsang'],31.0
502,553,B9Iu+ohqNapYG4UpIP+NU9NTJpA2oT7I4SxSQzrJvfU=,214528,['921'],['Various Artists'],"['Sung il', ' Park']","['Dong seong', ' Seo']",31.0
