,0
1090,' Emile Ghantous'
1091,' Emile Haynie'
1092,' Emilio Cancio-Bello'
1093,' Emilio Estefan'
1094,' Emilio J. Cancio-Bello'
1095,' Emily Warren'
1096,' Emily Wright'
1097,' Emma Birdsall'
1098,' Emma Rohan'
1099,' Emmanuel Anene'
1100,' Engelbert Simons'
1101,' Ennio Neri'
1102,' Enrico Sognato'
1103,' Enrico Zulianello'
1104,' Enrique Elias Garcia'
1105,' Erana Clarke'
1106,' Erene'
1107,' Eric Bellinger'
1108,' Eric Cannata'
1109,' Eric Carmen'
1110,' Eric Chen'
1111,' Eric Dan'
1112,' Eric Dawkins'
1113,' Eric Frederic'
1114,' Eric Holljes'
1115,' Eric Hudson'
1116,' Eric Jackson'
1117,' Eric Judy'
1118,' Eric Lumiere'
1119,' Eric Martin'
1120,' Eric McCusker'
1121,' Eric Olson'
1122,' Eric Rosse'
1123,' Eric Schermerhorn'
1124,' Eric Sheffield'
1125,' Eric White'
1126,' Eric Williams'
1127,' Erik Alcock'
1128,' Erik Fjeld'
1129,' Erik Griggs'
1130,' Erik Lewander'
1131,' Erika Nuri'
1132,' Erika Rose'
1133,' Erin Workman'
1134,"' Ernest ""No-ID"" Wilson'"
1135,' Ernest Clark'
1136,' Ernest Dixon'
1137,' Ernest Wilson'
1138,' Errol McCalla'
1139,' Esjay Jones'
1140,' Espen Lind'
1141,' Ester Dean'
1142,' Ethan Gruska'
1143,' Ethan Lowery'
1144,' Euan Dickinson'
1145,' Euforo Ebong'
1146,' Eugene Record'
1147,' EunJin Ahn'
1148,' Evalyn Colleen'
1149,' Evan Bogart'
1150,' Evan Ingersoll'
1151,' Evan Kidd Bogart'
1152,' Evan O. Barnes'
1153,' Evan Peter Mast'
1154,' Evan Rogers'
1155,' Evan Taubenfeld'
1156,' Evie Sands'
1157,' Ewart Brown'
1158,"' Ezekiel ""Zeke"" Lewis'"
1159,' Ezemdi Chikwendu'
1160,' F. Antoniali'
1161,' F. Barbaglia'
1162,' F. Berman'
1163,' F. Bontempi'
1164,' F. Eeg'
1165,' F. Evans'
1166,' F. Lenssen'
1167,' F. Scott'
1168,' F. Smith'
1169,' FARIAN FRANK'
1170,' Fabio Antoniali'
1171,' Fabio Pignatelli'
1172,' Fabrice Sioul'
1173,"' Fady ""Faydee"" Fatrouni'"
1174,' Faheem Najm'
1175,' Fait Albrecht'
1176,' Fame-J'
1177,' Famous T'
1178,' Federico Mercuri'
1179,' Felicia King'
1180,' Felipe Saldivia'
1181,' Felix Snow'
1182,' Ferras Alqaisi'
1183,' Fin Greenall'
1184,' Fiona Bevan'
1185,' Fitzroy Simpson'
1186,' Flea'
1187,' Florian Reutter'
1188,' Florian Ruiz-Picasso'
1189,' Floyd Bentley'
1190,' Floyd Hills'
1191,' Flynn Francis'
1192,' Forest Glen Whitehead'
1193,' Fortunato Zampaglione'
1194,' Francesco Díaz'
1195,' Francheska Pastor'
1196,' Francis White'
1197,' Francisco Bautista'
1198,' Franck Sinnassamy'
1199,' Francois Comtois'
1200,' Frank Buelles'
1201,' Frank Engelmann'
1202,' Frank Farian'
1203,' Frank Lai'
1204,' Frank Musker'
1205,' Frank Ocean'
1206,' Frank Parra'
1207,' Frank Rodriguez'
1208,' Frank Romano'
1209,' Frank Sinatra'
1210,' Frank Sullivan'
1211,' Frank Wilson'
1212,' Frank Wright'
1213,' Franklin Ferrand'
1214,' Franks Justin'
1215,' Frans Mernick'
1216,' Fransisca Hall'
1217,' Fraser T Smith'
1218,' Fred Foster'
1219,' Fred Jay'
1220,' Fred Jerkins III'
1221,' Fred Jerkins'
1222,' Fred Perren'
1223,' Freddie Perren'
1224,' Freddie Washington'
1225,' Frederic Kennett'
1226,' Frederic Riesterer'
1227,' Frederick Acker'
1228,' Frederick Hibbert'
1229,' Frederick J. Perren'
1230,' Frederick Loewe'
1231,' Frederik Vedersø'
1232,' Frederikus van Workum'
1233,' Fredrik Häggstam'
1234,' Fredrik Odesjo'
1235,' FreeeKidz'
1236,' Fridolin Walcher'
1237,' Frédéric Riesterer'
1238,' Fuekiss!'
1239,' G-DRAGON'
1240,' G-Dragon'
1241,' G. BORTOLOTTI'
1242,' G. Belfiore'
1243,' G. Bigazzi'
1244,' G. Brown'
1245,' G. Cory'
1246,' G. Dati'
1247,' G. Devios'
1248,' G. Dykes'
1249,' G. Estefan'
1250,' G. Levert'
1251,' G. Parsons'
1252,' G. Randone'
1253,' G. Roche'
1254,' G. Spagna'
1255,' G. Sutherland'
1256,' G. Tuinfort'
1257,' G. Vidal'
1258,' Gabe Saporta'
1259,' Gabrielle Nowee'
1260,' Gail Laughton'
1261,"' Gamal ""LunchMoney"" Lewis'"
1262,"' Gamal ""Lunchmoney"" Lewis'"
1263,' Gamal Lewis'
1264,' Garry Cobain'
1265,' Garry Shider'
1266,' Gary Bell'
1267,' Gary Benson'
1268,' Gary Cherone'
1269,' Gary Clark Jr.'
1270,' Gary Clark'
1271,' Gary F. Cherone'
1272,' Gary Geld'
1273,' Gary Go'
1274,' Gary Grice'
1275,' Gary Hill'
1276,' Gary Meskil'
1277,' Gary Skardina'
1278,' Gary Turnier'
1279,' Gates'
1280,' Gavin Brown'
1281,' Gavin Jones'
1282,' Gavin Koolman'
1283,' Gavin Koolmon'
1284,' Gavin Sutherland'
1285,' Gene C. Redd'
1286,' Gene Griffin'
1287,' Gene Redd'
1288,' Geoffro Early'
1289,' Geofrey Parsons'
1290,' George Brown'
1291,' George Clinton'
1292,' George David Weiss'
1293,' George M. Harry'
1294,' George Melvin Brown'
1295,' George Michael'
1296,' George Morton'
1297,' George Noriega'
1298,' George Patterson'
1299,' George Samuelson'
1300,' George Teren'
1301,' George Tizzard'
1302,' George Wyle'
1303,' Georgette Franklin'
1304,' Georgia Ku Overton'
1305,' Georgia Ku'
1306,' Gerald Gillum'
1307,' Gerd Grabowki'
1308,' Gerry DeVeaux'
1309,' Gerry Goffin'
1310,' Gianfranco Randone'
1311,' Gianni Boncompagni'
1312,' Giedre Vitkauskaite'
1313,' Gilbert Askey'
1314,' Gilles Thibaut '
1315,' Gillian Gilbert'
1316,' Giordano Cremona'
1317,' Giorgio H. Tuinfort'
1318,' Giorgio Tuinfort'
1319,' Giorgio Tunifort'
1320,' Giovanni Capurro'
1321,' Giuseppe Adami'
1322,' Giuseppe Martucci'
1323,' Gizzle'
1324,' Glen Ballard'
1325,' Glen Burtnick'
1326,' Glen Power'
1327,' Glen Scott'
1328,' Glenn Cunningham'
1329,' Glenn Tipton'
1330,' Gloria M. Estefan'
1331,' Glory Faces'
1332,' Gordon Mills'
1333,' Gordon Warren'
1334,' Grace Ackerman'
1335,' Grace Latoya Hamilton'
1336,' Grace Sewell'
1337,' Graham Dickson'
1338,' Graham Edwards'
1339,' Graham Hastings'
1340,' Grant Hutchison'
1341,' Greg Barnhill'
1342,' Greg Bieck'
1343,' Greg Bonnick'
1344,' Greg Ellis'
1345,' Greg Kurstin'
1346,' Greg Lawson'
1347,' Greg Webster'
1348,' Greg Wells'
1349,' Gregg Pagani'
1350,' Gregg Wattenberg'
1351,' Gruff Rhys'
1352,' Gu'
1353,' Guido Kramer'
1354,' Guillermo Edghill'
1355,' Gunnar Greve'
1356,' Gunter Mende'
1357,' Gunther Mende'
1358,' Guordan Banks'
1359,' Guro Gikling'
1360,' Gustav Holst'
1361,' Gustav Johnsson'
1362,' Guto Pryce'
1363,' Guy Chambers'
1364,' Guy Roche'
1365,' Guy Sigsworth'
1366,' Gwendolyn Chisolm'
1367,' H. Gerlach'
1368,' H. Jonback'
1369,' H. Simmons'
1370,' H.W. Casey'
1371,' Ha Yan Ddi (White Band)'
1372,' Hailee Steinfeld'
1373,' Hal David'
1374,' Hal Davis'
1375,' Halle Bailey'
1376,' Halvor Folstad'
1377,' Hammond'
1378,' Hampus Lindvall'
1379,' Hamuro'
1380,' Han Seung Hoon'
1381,' Handel'
1382,' Hannah Reid'
1383,' Hanne Sörvaag'
1384,' Hans Zimmer'
1385,' Happy Perez'
1386,' Hardfeelings UK'
1387,' Harold Beatty'
1388,' Harold Brown'
1389,' Harold Duncan'
1390,' Harold Lilly Jr.'
1391,' Harold Lilly'
1392,' Harry Casey'
1393,' Harry Styles'
1394,' Harry Warren'
1395,' Harvey Mason'
1396,' Haven Gillespie'
1397,' Hayden Chapman'
1398,' Hayward Jason Lang'
1399,' Headley Bennett'
1400,' Hector Delgado'
1401,' Hedy West'
1402,' Heidi Rojas'
1403,' Heidi Stern'
1404,' Henri Lanz'
1405,' Henri Pfeifer'
1406,' Henrik Jonback'
1407,' Henrik Michelsen'
1408,' Henry Cosby'
1409,' Henry Krieger'
1410,' Henry Walter'
1411,' Herb Pirker'
1412,' Herbert Crichlow'
1413,' Herbert Harris'
1414,' Herbert Kretzmer'
1415,' Herbert Rooney'
1416,' Herron'
1417,' Herschel Gordon Lewis'
1418,' Hnrk'
1419,' Hoe Jamnim'
1420,' Holger Scheuring'
1421,' Hollis Mason'
1422,' Holly Mathis'
1423,' Holly Walker'
1424,' Homer Steinweiss'
1425,' Hong Dongpyo'
1426,' Hong Jisang'
1427,' Horacio Oliviera'
1428,' Howard Jones'
1429,' Howard Scott'
1430,' Howie Dorough'
1431,' Hubert Laws'
1432,' Huford Brown'
1433,' Hugh Martin'
1434,' Hui-Fu Wu'
1435,' Hwang Seung Chan'
1436,' I Jaegyu'
1437,' I Jaehwan'
1438,' I Yujin'
1439,' IAM CHINO'
1440,' III'
1441,' Iain Archer'
1442,' Iain Farquharson'
1443,' Iain James'
1444,' Ian Barter'
1445,' Ian Brown'
1446,' Ian Dench'
1447,' Ian Kirkpatrick'
1448,' Ian Lewis'
1449,' Ian Smith'
1450,' Ilan Kidron'
1451,' Illya Fraser'
1452,' Ilsey Juber'
1453,' Ilya'
1454,' Iman Hultén'
1455,' Iman Jordan'
1456,' Ina Wroldsen'
1457,' Ina Wrolsden'
1458,' India Boodram'
1459,' Inga Marchand'
1460,' Inga Willis'
1461,' Ingo Martens'
1462,' Ingrid Michaelson'
1463,' Inoke Finau'
1464,' Irmin Schmidt'
1465,' Irvin Whitlow'
1466,' Irving Mills'
1467,' Irwin Levin'
1468,' Irwin Levine'
1469,' Isaac De Boni'
1470,' Isaac Hayes'
1471,' Isaac Slade'
1472,' Iselin Solheim'
1473,' Ishraque iSHi Mughal'
1474,' Ismael Moya'
1475,' Isom Brandon Stewart'
1476,' Isom David Innis'
1477,' Isom Innis'
1478,' Ivan Corraliza'
1479,' Ivan Gough'
1480,' Iyiola Babalola'
1481,' J Kash'
1482,"' J. ""Lonny"" Bereal'"
1483,' J. Angel'
1484,' J. Austin'
1485,' J. Boothe'
1486,' J. C. Olivier'
1487,' J. Cates'
1488,' J. Cohen'
1489,' J. Dieleman'
1490,' J. Gass'
1491,' J. Gugliuzza'
1492,' J. Houston'
1493,' J. Jeberg'
1494,' J. Jenkins'
1495,' J. Kapler'
1496,' J. Kash'
1497,' J. Kasher'
1498,' J. Lopez'
1499,' J. Lynne'
1500,' J. Major Clifford'
1501,' J. Que'
1502,' J. Reesema'
1503,' J. Scheffer'
1504,' J. Sinclair'
1505,' J. Smith'
1506,' J. Timberlake'
1507,' J. Travis'
1508,' J. Trombly'
1509,' J. Turner'
1510,' J. Vaughan'
1511,' J. Wahlstrom'
1512,' J. Wilson'
1513,' J. van der Voort'
1514,' J.'
1515,' J.C. Hopkins'
1516,' J.J. Johnson'
1517,' J.Oricelli'
1518,' J.P Pilot'
1519,' J.R. Aaslund'
1520,' J.R. Rotem'
1521,' JAMES MILTON JOHNSTONE'
1522,' JC Chasez'
1523,' JEFF DARKO'
1524,' Jabari Shelton'
1525,' Jacco'
1526,' Jacek Winkiel'
1527,' Jack Antonoff'
1528,' Jack Barakat (25%)'
1529,' Jack Knight'
1530,' Jack McManus'
1531,' Jack White'
1532,' Jack Wolf'
1533,' Jackie Mittoo'
1534,' Jackson Guthy'
1535,' Jacob Attwool'
1536,' Jacob Dutton'
1537,' Jacob Fink'
1538,' Jacob Kasher Hindlin'
1539,' Jacob Latrell'
1540,' Jacob Luttrell'
1541,' Jacob Manson'
1542,' Jacob Schulze'
1543,' Jacob Sooter'
1544,' Jacob Tilley'
1545,' Jacobo Calderón'
1546,' Jacques Lanzmann'
1547,' Jacques Webster'
1548,' Jacquot'
1549,' Jade Thirlwall'
1550,' Jae Hyoung'
1551,' Jae Hyun (Vibe)'
1552,' Jahloul Bouchikhi'
1553,' Jahmar Carter'
1554,' Jaicko Lawrence'
1555,' Jake Roache'
1556,' Jakhari Johnson'
1557,' Jaki Liebezeit'
1558,' Jakob Bechmann Hansen'
1559,' Jakob Eilsø'
1560,' Jakob Jerlström'
1561,' Jamahr Williams'
1562,' Jamal Gaines'
1563,' Jamal Jones'
1564,' Jameel Bruner'
1565,' Jamel Phillips'
1566,' James Abrahart'
1567,' James B. Cobb'
1568,' James Barry'
1569,' James Bolden'
1570,' James Bradfield'
1571,' James Brown'
1572,' James Bryan McCollum'
1573,' James Calloway'
1574,' James Colah'
1575,' James David Washington'
1576,' James Earp'
1577,' James Fauntleroy II'
1578,' James Fauntleroy'
1579,' James Foye III'
1580,' James G. Morales'
1581,' James Harris'
1582,' James Hinton'
1583,' James Ho'
1584,' James Horner'
1585,' James Jackman'
1586,' James Johnston'
1587,' James Keith McGuffy'
1588,' James Lockey'
1589,' James Maslow'
1590,' James McCall'
1591,' James Michael'
1592,' James Murray'
1593,' James Napier'
1594,' James New'
1595,' James Newman'
1596,' James Phillips'
1597,' James Poyser'
1598,' James Robert McCall'
1599,' James Root'
1600,' James Ryan Ho'
1601,' James Scheffer'
1602,' James Slater'
1603,' James Smith'
1604,' James Todd Smith'
1605,' James Van Housen'
1606,' James Warren Taylor'
1607,' James Wong'
1608,' James'
1609,' Jamie Hartman'
1610,' Jamie Hince'
1611,' Jamie Norton'
1612,' Jamie Paulin'
1613,' Jamie Scott'
1614,' Jamieson Shaw'
1615,' Jamil Chammas'
1616,' Jan Löchel'
1617,' Jan Pulsford'
1618,' Jan van Wieringen'
1619,' Jan van der Toorn'
1620,' Jane Eugene'
1621,' Janet Andrea Sewell'
1622,' Janet English'
1623,' Janet Roddick'
1624,' Janet Sewell'
1625,' Janevit Chanpanyawong'
1626,' Jane´t Sewell-Ulepic'
1627,' Janée Bennett'
1628,' Janét Sewell'
1629,' Jared Cotter'
1630,' Jared Followill'
1631,' Jared Lee'
1632,' Jared Liveson'
1633,' Jaren Johnston'
1634,' Jarkko Ehnqvist'
1635,' Jarobi White'
1636,' Jarret Washington'
1637,' Jascha Richter'
1638,"' Jason ""Poo Bear"" Boyd'"
1639,' Jason Boyd'
1640,' Jason Dean'
1641,' Jason Desrouleaux'
1642,' Jason Duke'
1643,' Jason Evigan'
1644,' Jason Halbert'
1645,' Jason Hook'
1646,' Jason Hunter'
1647,' Jason Ingram'
1648,' Jason James'
1649,' Jason Lee York'
1650,' Jason Lehning'
1651,' Jason Matthews'
1652,' Jason Phillips'
1653,' Jason Reeves'
1654,' Jason Saenz'
1655,' Jason Sellers'
1656,' Jaspa Jones'
1657,' Javan Davis'
1658,' Javelyn Hall'
1659,' Javier Moreno Cansino'
1660,' Jay Johnson'
1661,' Jay King'
1662,' Jay Sean'
1663,' Jay aka Hong Jun-Seok'
1664,' Jaylen Robinson'
1665,' Jazmyn Michel'
1666,' Jean Baptiste'
1667,' Jean Claude Oliver'
1668,' Jean Claude Olivier'
1669,' Jean Natel'
1670,' Jean'
1671,' Jean-Baptiste'
1672,' Jean-Pascal Cuénca'
1673,' Jean-Pierre Pilot'
1674,' Jeannie Lurie'
1675,' Jeannine Sharp'
1676,' Jebu'
1677,' Jef; Baptiste'
1678,' Jeff Bhasker'
1679,' Jeff Miyahara'
1680,' Jeff Pardo'
1681,' Jeffery Williams'
1682,' Jeffrey Grigsby'
1683,' Jeffrey Marx'
1684,' Jeffrey Williams'
1685,' Jem Cooke'
1686,' Jennifer Abels-Peil'
1687,' Jennifer Armstrong'
1688,' Jennifer Decilveo'
1689,' Jennifer Rush'
1690,' Jens Schneider'
1691,' Jenson Vaughan'
1692,' Jeong Jaeil'
1693,' Jerami Davis'
1694,' Jeremiah Freedman'
1695,' Jeremih Felton'
1696,' Jeremy Coleman'
1697,' Jeremy Felton'
1698,' Jeremy Freedman'
1699,' Jeremy Heyde'
1700,' Jeremy Kulousek'
1701,' Jeremy Monroe'
1702,' Jeremy Reeves'
1703,' Jeremy Ruzumna'
1704,' Jeremy Skaller'
1705,' Jeremy Spencer'
1706,' Jermaine Coleman'
1707,' Jermaine Dupri'
1708,' Jermaine Jackson'
1709,' Jerold Ellis Jr'
1710,' Jerome Destours'
1711,' Jerome Harmon'
1712,' Jerome Williams'
1713,' Jerrell Jones'
1714,' Jerrold Wizzard'
1715,' Jerry Duplessis'
1716,' Jerry Harrison'
1717,' Jerry Leiber'
1718,' Jerry Ragovoy'
1719,' Jerry Tineo'
1720,' Jesper Borgen'
1721,' Jesper Kyd'
1722,' Jesper Strömblad'
1723,' Jess Cates'
1724,' Jess Dunbar'
1725,' Jess Mills'
1726,' Jesse Frasure'
1727,' Jesse James Rutherford'
1728,' Jesse Leach'
1729,' Jesse Lee'
1730,' Jesse Leech'
1731,' Jesse Perlman'
1732,' Jesse Rogg'
1733,' Jesse St. John Geller'
1734,' Jesse St. John'
1735,' Jesse Wilson'
1736,' Jessica Karpov'
1737,' Jessica Origliasso'
1738,' Jessica Sharman'
1739,' Jessyca Wilson'
1740,' Jesy Nelson'
1741,' Jewel Kirchner'
1742,' Jez Ashurst'
1743,' Jim Corr'
1744,' Jim Cregan'
1745,' Jim Eliot'
1746,' Jim Scheffer'
1747,' Jimmy Carr'
1748,' Jimmy Fallon'
1749,' Jimmy Giannos'
1750,' Jimmy Greco'
1751,' Jimmy Harry'
1752,' Jimmy Messer'
1753,' Jimmy Napes'
1754,' Jimmy Varner'
1755,' Jinsoo Lim'
1756,' Jo Goddard'
1757,' Jo Woo Ram'
1758,' Joacim Persson'
1759,' Joakim Andrén'
1760,' Joakim Olovsson'
1761,' Jobke Heiblom'
1762,' Jocelyn A. Donald'
1763,' Jocke Åhlund'
1764,' Jockey Berg'
1765,"' Joe ""The Butcher"" Nicolo'"
1766,' Joe Erskine'
1767,' Joe Esposito'
1768,' Joe Galdo'
1769,' Joe Grushecky'
1770,' Joe Janiak'
1771,' Joe Jonas'
1772,' Joe Kelley'
1773,' Joe Kent'
1774,' Joe King'
1775,' Joe London'
1776,' Joe Newman'
1777,' Joe Robinson'
1778,' Joe Spargur'
1779,' Joe Strummer'
1780,' Joel Amey'
1781,' Joel Ekman'
1782,' Joel Ford'
1783,' Joel Little'
1784,' Joel Madden'
1785,' Joel Pott'
1786,' Joel Stroetzel'
1787,' Joel Stroezel'
1788,' Joelle James'
1789,' Joey Patulka'
1790,' Johan Alkenas'
1791,' Johan Carlsson'
1792,' Johan Fransson'
1793,' Johan Tunander'
1794,' Johann Sebastian Bach'
1795,' Johanna Salomaa'
1796,' Johannes Henriksson'
1797,' Johannes Mandorfer'
1798,' John Bonham'
1799,' John Bush'
1800,' John Charles Reynolds'
1801,' John DeNicola'
1802,' John Deacon'
1803,' John Egwu'
1804,' John Feldman'
1805,' John Feldmann'
1806,' John Flippin'
1807,' John Foottit'
1808,' John Freeman Young'
1809,' John Frusciante'
1810,' John Harris'
1811,' John Houser'
1812,' John Hughes'
1813,' John Jackson'
1814,' John Lang'
1815,' John Lardieri'
1816,' John Larkin'
1817,' John Martin Lindstrom'
1818,' John Martin'
1819,' John Newman'
1820,' John Oates'
1821,' John Osbourne'
1822,' John Paul Jones'
1823,' John Paul White'
1824,' John Reid'
1825,' John Robie'
1826,' John Ryan'
1827,' John Shanks'
1828,' John Stephens'
1829,' John W. Bowman Jr.'
1830,' John Waite'
1831,' John Whitehead'
1832,' Johnny Christopher'
1833,' Johnny Douglas'
1834,' Johnny Marr'
1835,' Johnny McDaid'
1836,' Johnny Mollings'
1837,' Johnny Powers'
1838,' Johnny Wilson'
1839,' Johntá Austin'
1840,' Jon Asher'
1841,' Jon David Anderson'
1842,' Jon Hume'
1843,' Jon Levine'
1844,' Jon Nite'
1845,' Jona Weinhofen'
1846,' Jonah Ellis'
1847,' Jonas Becker'
1848,' Jonas Blue'
1849,' Jonas Karlsson'
1850,' Jonas Quant'
1851,' Jonas Schröder'
1852,' Jonathan Buckland'
1853,' Jonathan Cain'
1854,' Jonathan Joseph Pegnato'
1855,' Jonathan Lauture'
1856,' Jonathan Mendelsohn'
1857,' Jonathan Oddie'
1858,' Jonathan Quarmby'
1859,' Jonathan Quinn'
1860,' Jonathan Rotem'
1861,' Jonathan Russell'
1862,' Jonathan Simon Douglas'
1863,' Jonathan Smith'
1864,' Jonathan Yip'
1865,' Jones'
1866,' Joni Mitchell'
1867,' Jonkenum Spivey'
1868,' Jonnali Parmenius'
1869,' Jonny Coffer'
1870,' Jonny Lattimer'
1871,' Jordan Carter'
1872,' Jordan Edward Holt-May'
1873,' Jordan Federman'
1874,' Jordan Fish'
1875,' Jordan Holt'
1876,' Jordan Houston'
1877,' Jordan Johnson'
1878,' Jordan K. Johnson'
1879,' Jordan Rudess'
1880,' Jordan Schmidt'
1881,' Jordan Seucof'
1882,' Jordan Suecof'
1883,' Jordan Ware'
1884,' Jordan Willocks'
1885,' Joren Van Der Voort'
1886,' Jorge Martinez'
1887,' Jose Fernando Arbex Miro'
1888,' Jose Garcia'
1889,' Jose Sanchez'
1890,' Josef Melin'
1891,' Josefin Glenmark Brenam'
1892,"' Joseph ""Lonny"" Bereal'"
1893,' Joseph Broussard'
1894,' Joseph Cartagena'
1895,' Joseph Esposito'
1896,' Joseph Griffith'
1897,' Joseph King'
1898,' Joseph Kirkland'
1899,' Josh Abraham'
1900,' Josh Carter'
1901,' Josh Cumbee'
1902,' Josh Farro'
1903,' Josh Hoge'
1904,' Josh Kerr'
1905,' Josh Osborne'
1906,' Josh Rand'
1907,' Josh Schwartz'
1908,' Josh Silverberg'
1909,' Joshua Coleman'
1910,' Joshua Enriquez'
1911,' Joshua Hood'
1912,' Joshua Howard Luellen'
1913,' Joshua Huizar'
1914,' Joshua Lopez'
1915,' Joshua Ramsay'
1916,' Joshua Schwartz'
1917,' Joshua Steele'
1918,' Josiah Johnson'
1919,' José Gómez'
1920,' Joy Williams'
1921,' Jr. Blender'
1922,' Jr. Haynes'
1923,' Jr.'
1924,' Juan Carlos Salinas'
1925,' Juan Diego Medina Vélez'
1926,' Juan Luis Londoño Arias'
1927,' Juan Salinas'
1928,' Juanita Wynn'
1929,' Juaquin Malphurs'
1930,' Jude Demorest'
1931,' Jule Styne'
1932,' Jules Kalmbacher'
1933,' Julia Michaels'
1934,' Julian Bunetta'
1935,' Julian Gramma'
1936,' Julian Maas'
1937,' Julian Schwitzler'
1938,' Julien Genuard'
1939,' Julien Pradeyrol'
1940,' Julio David Rodriguez'
1941,' Julio Mejia'
1942,' Julio Reyes'
1943,' Julio Rodriguez'
1944,' Julius Rivera III'
1945,' July'
1946,' Jun Ha'
1947,' Jung Yong-Hwa'
1948,' Jung Young Hwa'
1949,' Junkie'
1950,' Jurgen Dohr'
1951,' Jussie Smollett'
1952,' Justin Alexander Adams'
1953,' Justin Anthony DeSantis'
1954,' Justin Baron'
1955,' Justin Bieber'
1956,' Justin Bostwick'
1957,' Justin Broad'
1958,' Justin Davey'
1959,' Justin Featherstone'
1960,' Justin Foley'
1961,' Justin Franks'
1962,' Justin Garner'
1963,' Justin Meldal-Johnsen'
1964,' Justin Myers'
1965,' Justin Paul'
1966,' Justin Rice'
1967,' Justin Rutledge'
1968,' Justin Stein'
1969,' Justin Timberlake'
1970,' Justin Trainor'
1971,' Justin Tranter'
1972,' Justin Trugman'
1973,' Justin Weaver'
1974,' Jérôme Destours'
1975,' Jérôme Philipp'
1976,' Jörgen Elofsson'
1977,' Jürgen Dohr'
1978,' Jürgen Kadel'
1979,' K JUN'
1980,' K'
1981,' K. Ascher'
1982,' K. Carlsson'
1983,' K. DioGuardi'
1984,' K. Harris'
1985,' K. Hirsch'
1986,' K. Jenkins'
1987,' K. Jones'
1988,' K. Karlin'
1989,' K. Matthiesen'
1990,' K. Muchita'
1991,' K. Roberson'
1992,' K. Rudolf'
1993,' K. Santander'
1994,' K. West'
1995,' K.A Shearman'
